,code,title,year,ratings_avg,nattions,genres
584,tPy8oM9,바람의 검심 -메이지 검객 낭만기-,2023.0,8.083783783783783,['일본'],"['애니메이션', '액션', '시대극']"
585,tRB64k7,하야부사 소방단,2023.0,7.622540250447227,['일본'],"['미스터리', '드라마', 'TV드라마']"
586,tRzLD0M,"실은 나, 최강이었다?",2023.0,7.411538461538462,['일본'],"['애니메이션', '판타지', '모험']"
587,tPj1AQg,블루밍,2022.0,8.096750369276219,['한국'],"['드라마', '로맨스', 'BL', 'TV드라마']"
588,mW42G2R,피기,2021.0,5.491682661548305,['스페인'],"['드라마', '스릴러', '공포']"
589,tRzLoLM,이상한 전생,2023.0,7.122065727699531,['일본'],"['애니메이션', '판타지', '모험']"
590,tRB64x7,왕에게 바치는 약지,2023.0,7.750663129973475,['일본'],"['로맨스', '코미디', '로맨틱 코미디', 'TV드라마']"
591,tP8az0d,침향여설,2022.0,8.369186046511627,['중국'],"['판타지', 'SF', '로맨스', 'TV드라마']"
592,tRwGvzL,마슐,2023.0,7.932605600379687,['일본'],"['애니메이션', '판타지', '코미디', '액션']"
593,tl9gLNb,트랙터는 사랑을 싣고,2023.0,8.232403718459496,['한국'],"['드라마', '코미디', '로맨스', 'BL', 'TV드라마']"
594,tlObd36,이세계 유유자적 농가,2023.0,8.123476848090982,['일본'],"['애니메이션', '판타지', '코미디']"
595,tPy8JQg,여덟 번째 감각,2023.0,8.30192878338279,['한국'],"['로맨스', 'BL']"
596,tPrzZmW,이세계에서 치트 스킬을 얻은 나는 현실 세계에서도 무쌍한다 ~레벨업이 인생을 바꿨다~,2023.0,7.107066381156317,['일본'],"['애니메이션', '판타지', '액션', '모험']"
597,tR72Z69,블리치 천년혈전 편,2022.0,8.619084561675718,['일본'],"['애니메이션', '액션', '모험', '판타지']"
598,mWvoNZO,무엇에 쓰는 물건인고,1993.0,5.530632911392405,['한국'],"['로맨스', '코미디']"
599,tE6Y23M,한여름의 신데렐라,2023.0,5.808035714285714,['일본'],"['로맨스', 'TV드라마']"
600,tPJZm2w,신입사원,2022.0,7.545499021526418,['한국'],"['로맨스', 'BL', '드라마', 'TV드라마']"
601,tE3ALJK,나의 신부 군,2023.0,7.374536464771323,['일본'],"['로맨스', '코미디', '로맨틱 코미디', 'TV드라마']"
602,tEqZ4Dp,모노노가타리 제2장,2023.0,8.395209580838323,['일본'],"['애니메이션', '액션', '판타지']"
603,tlxkXQ5,풍덕빌라 304호의 사정,2022.0,8.018867924528301,['한국'],"['로맨스', 'BL', 'TV드라마']"
604,tPVd36L,알바 뛰는 마왕님!! Part 2,2023.0,7.610169491525424,['일본'],"['애니메이션', '판타지', '코미디']"
605,tlxkZan,라스트 맨 -전맹의 수사관-,2023.0,8.195624195624196,['일본'],"['드라마', '미스터리', 'TV드라마']"
606,tE6Y2kQ,절배수심당: 사랑의 맛,2023.0,6.896551724137931,['중국'],"['로맨스', '드라마', 'TV드라마']"
607,mdj29Gq,섹스 스캔들,2021.0,5.474137931034483,['폴란드'],"['드라마', '로맨스', '범죄', '스릴러']"
608,tPj1Bew,최강 음양사의 이세계 전생기,2023.0,7.720083246618106,['일본'],"['애니메이션', '판타지', '액션', '모험']"
609,tRwGb9D,밥만 잘 사주는 이상한 이사님,2022.0,7.711399711399712,['한국'],"['BL', '로맨스', 'TV드라마']"
610,tlLrdaW,어둠의 실력자가 되고 싶어서!,2022.0,8.020918070889017,['일본'],"['애니메이션', '판타지', '코미디']"
611,tEgMoOA,이 멋진 세계에 폭염을!,2023.0,7.5659824046920825,['일본'],"['애니메이션', '판타지', '코미디']"
612,tEQkVwA,드래프트 킹,2023.0,7.908496732026144,['일본'],"['코미디', '드라마', '스포츠', 'TV드라마']"
613,tEKzQD5,천하장하,2022.0,7.576923076923077,['중국'],"['역사', '드라마', 'TV드라마']"
614,tEqZ1Ap,소년을 위로해줘!,2023.0,8.353182751540041,['한국'],"['드라마', '로맨스', 'BL', 'TV드라마']"
615,mOVPDwN,극장판 전생했더니 슬라임이었던 건에 대하여: 홍련의 인연편,2022.0,8.484044233807268,['일본'],"['애니메이션', '판타지', '모험']"
616,tEQkwwp,"나는 SOLO, 그 후 사랑은 계속된다",2022.0,6.679646017699115,['한국'],['예능']
617,tR4J47Y,쿨하고 바보 같은 남자,2022.0,8.563838019086923,['일본'],"['애니메이션', '일상', '코미디']"
618,tl9gLM1,합리적으로 말이 안 돼 ~탐정 카미즈루 료코의 해명~,2023.0,7.662771285475793,['일본'],"['미스터리', '코미디', 'TV드라마']"
619,tRB6x2D,"심부름꾼 사이토 씨, 이세계에 가다",2023.0,7.85005170630817,['일본'],"['애니메이션', '판타지', '코미디', '모험']"
620,tEqZ486,슈거 애플 페어리 테일 Part 2,2023.0,8.256410256410257,['일본'],"['애니메이션', '판타지', '모험']"
621,tEm9Xyd,전생귀족의 이세계 모험록 ~자중을 모르는 신들의 사도~,2023.0,7.544982698961937,['일본'],"['애니메이션', '판타지', '코미디', '모험']"
622,tRwG2Lk,경경아심: 두근두근 내 마음을 들어봐,2021.0,6.526881720430108,['중국'],"['로맨스', '판타지', '시대극', 'TV드라마']"
623,tE6Y2DN,청설니희환아: 한번 더 사랑해줘,2023.0,7.890829694323144,['중국'],"['로맨스', 'TV드라마']"
624,tP8aLX3,좋아하는 애가 안경을 깜박했다,2023.0,7.337748344370861,['일본'],"['애니메이션', '로맨스', '로맨틱 코미디']"
625,tEKzM7j,신 없는 세계의 신 활동,2023.0,6.9335038363171355,['일본'],"['애니메이션', '판타지', '코미디']"
626,tR5KY91,빙당일하: 한여름의 아이스캔디처럼,2023.0,5.5675675675675675,['중국'],"['로맨스', '코미디', '드라마', 'TV드라마']"
627,tPrzOxV,기묘한 이야기 2021 가을,2021.0,6.7725225225225225,['일본'],"['공포', '미스터리', '드라마', 'TV드라마']"
628,tPDOgO4,영웅교실,2023.0,6.296551724137931,['일본'],"['애니메이션', '판타지', '액션', '로맨스']"
629,tRMxym4,우라미치 선생님,2021.0,7.472286374133949,['일본'],"['애니메이션', '코미디']"
630,tR2eZpj,성락응성당: 별이 떨어질 때,2023.0,8.014662756598241,['중국'],"['드라마', 'TV드라마']"
631,tEQka4D,사시호: 황후의 계절,2023.0,6.8861788617886175,['중국'],"['로맨스', '시대극', 'TV드라마']"
632,mdj2w1N,카구야 님은 고백받고 싶어 -첫 키스는 끝나지 않아-,2022.0,7.997032640949555,['일본'],"['애니메이션', '로맨스', '코미디']"
633,tlAnYeB,블루 록,2022.0,8.322672577580747,['일본'],"['애니메이션', '스포츠', '액션', '모험']"
634,tRWm6j8,이세계 약국,2022.0,8.049135220125786,['일본'],"['애니메이션', '판타지', '코미디']"
635,tPDOaX1,템테이션 아일랜드 시즌 5,2023.0,6.754237288135593,['미국'],['예능']
636,tRaDAv3,닥터 스톤 3기,2023.0,8.073584905660377,['일본'],"['애니메이션', '액션', '모험', '드라마', '판타지', 'SF']"
637,tRaDAW3,빙속성 남자와 쿨한 동료 여자,2023.0,7.704730831973899,['일본'],"['애니메이션', '로맨틱 코미디', '로맨스', '코미디', '판타지']"
638,tRMxZ00,흑의 소환사,2022.0,7.6364477335800185,['일본'],"['애니메이션', '액션', '판타지']"
639,tE6YzVN,백성녀와 흑목사,2023.0,7.593023255813954,['일본'],"['애니메이션', '로맨틱 코미디', '판타지']"
640,tE15rLM,어른들은 모르는 고딩엄빠 4,2023.0,5.674418604651163,['한국'],['예능']
641,tE15k20,펜션 메챠,2021.0,7.552674230145867,['일본'],"['드라마', 'TV드라마']"
642,tRN7gwd,해피메리엔딩,2023.0,7.634472511144131,['한국'],"['BL', '로맨스', '드라마', 'TV드라마']"
643,tEZAkbN,일곱 개의 마검이 지배한다,2023.0,5.798387096774194,['일본'],"['애니메이션', '액션', '판타지']"
